id,client,layer,impact_type,blast_radius,reachability,severity_estimated,severity_analysis_label,client_conditional_reach,affected_share_low,affected_share_high,spec_level_client_set,client_specific_min_reach_for_high_at_share_high,client_specific_min_reach_for_high_at_share_low,client_specific_high_feasible,high_verdict,medium_verdict
geth:ethereum-go-ethereum:PR#30430,geth,execution,liveness_dos,client_specific,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,0.55,fixing_client_only,0.6,0.7333,True,share_dependent,share_dependent
geth:ethereum-go-ethereum:PR#3591,geth,execution,liveness_dos,client_specific,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,0.55,fixing_client_only,0.6,0.7333,True,share_dependent,share_dependent
geth:ethereum-go-ethereum:PR#3738,geth,execution,liveness_dos,client_specific,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,0.55,fixing_client_only,0.6,0.7333,True,share_dependent,share_dependent
geth:ethereum-go-ethereum:PR#954,geth,execution,liveness_dos,client_specific,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,0.55,fixing_client_only,0.6,0.7333,True,share_dependent,share_dependent
02b6b0457e294628,geth,execution,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.6,0.7333,True,share_dependent,share_dependent
08c1cedc48562681,geth,execution,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.6,0.7333,True,share_dependent,share_dependent
204dd28eca18ee54,geth,execution,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.6,0.7333,True,share_dependent,share_dependent
2c3bbe2fa018f083,geth,execution,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.6,0.7333,True,share_dependent,share_dependent
5106a70e2cbfc8ad,geth,execution,chain_split,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.6,0.7333,True,share_dependent,share_dependent
6e4047afe19e1248,geth,execution,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.6,0.7333,True,share_dependent,share_dependent
6fb978f0fdf9b0f0,geth,execution,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.6,0.7333,True,share_dependent,share_dependent
79a5734dcb98024d,geth,execution,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.6,0.7333,True,share_dependent,share_dependent
97c9bce9f70dd28d,geth,execution,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.6,0.7333,True,share_dependent,share_dependent
9d281cd7385d8958,geth,execution,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.6,0.7333,True,share_dependent,share_dependent
ab4b3b42313daaa5,geth,execution,chain_split,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.6,0.7333,True,share_dependent,share_dependent
b1c9a13d15ccd608,geth,execution,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.6,0.7333,True,share_dependent,share_dependent
cd61542cfa31ee40,geth,execution,chain_split,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.6,0.7333,True,share_dependent,share_dependent
dfd772660d2f7eb3,geth,execution,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.6,0.7333,True,share_dependent,share_dependent
eceadd9c7892558a,geth,execution,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.6,0.7333,True,share_dependent,share_dependent
fef6b529d2c24653,geth,execution,chain_split,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.6,0.7333,True,share_dependent,share_dependent
geth:ethereum-go-ethereum:PR#22540,geth,execution,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.6,0.7333,True,share_dependent,share_dependent
geth:ethereum-go-ethereum:PR#22575,geth,execution,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.6,0.7333,True,share_dependent,share_dependent
geth:ethereum-go-ethereum:PR#23047,geth,execution,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.6,0.7333,True,share_dependent,share_dependent
geth:ethereum-go-ethereum:PR#24946,geth,execution,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.6,0.7333,True,share_dependent,share_dependent
geth:ethereum-go-ethereum:PR#28361,geth,execution,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.6,0.7333,True,share_dependent,share_dependent
geth:ethereum-go-ethereum:PR#30414,geth,execution,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.6,0.7333,True,share_dependent,share_dependent
geth:ethereum-go-ethereum:PR#33647,geth,execution,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.6,0.7333,True,share_dependent,share_dependent
geth:ethereum-go-ethereum:PR#33968,geth,execution,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.6,0.7333,True,share_dependent,share_dependent
geth:ethereum-go-ethereum:PR#35140,geth,execution,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.6,0.7333,True,share_dependent,share_dependent
04f6081f4baf8513,lighthouse,consensus,liveness_dos,client_specific,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,0.4,fixing_client_only,0.825,1.1,True,share_dependent,share_dependent
06be7dc4c1ffb782,lighthouse,consensus,liveness_dos,client_specific,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,0.4,fixing_client_only,0.825,1.1,True,share_dependent,share_dependent
28ac46bcf09773cf,lighthouse,consensus,liveness_dos,client_specific,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,0.4,fixing_client_only,0.825,1.1,True,share_dependent,share_dependent
391aaf2d387612fd,lighthouse,consensus,liveness_dos,client_specific,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,0.4,fixing_client_only,0.825,1.1,True,share_dependent,share_dependent
515c294fa3befb46,lighthouse,consensus,liveness_dos,client_specific,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,0.4,fixing_client_only,0.825,1.1,True,share_dependent,share_dependent
6d9fbd6b0a3f9fd4,lighthouse,consensus,liveness_dos,client_specific,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,0.4,fixing_client_only,0.825,1.1,True,share_dependent,share_dependent
6e000de29c273ad5,lighthouse,consensus,liveness_dos,client_specific,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,0.4,fixing_client_only,0.825,1.1,True,share_dependent,share_dependent
6fad56ffd2f16be8,lighthouse,consensus,liveness_dos,client_specific,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,0.4,fixing_client_only,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#4652,lighthouse,consensus,liveness_dos,client_specific,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,0.4,fixing_client_only,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#4879,lighthouse,consensus,liveness_dos,client_specific,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,0.4,fixing_client_only,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#5104,lighthouse,consensus,liveness_dos,client_specific,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,0.4,fixing_client_only,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#5569,lighthouse,consensus,liveness_dos,client_specific,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,0.4,fixing_client_only,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#6211,lighthouse,consensus,liveness_dos,client_specific,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,0.4,fixing_client_only,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#640,lighthouse,consensus,liveness_dos,client_specific,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,0.4,fixing_client_only,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#6940,lighthouse,consensus,liveness_dos,client_specific,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,0.4,fixing_client_only,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#759,lighthouse,consensus,liveness_dos,client_specific,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,0.4,fixing_client_only,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#832,lighthouse,consensus,liveness_dos,client_specific,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,0.4,fixing_client_only,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#9141,lighthouse,consensus,liveness_dos,client_specific,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,0.4,fixing_client_only,0.825,1.1,True,share_dependent,share_dependent
lighthouse:sigp-lighthouse:ISSUE#800,lighthouse,consensus,liveness_dos,client_specific,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,0.4,fixing_client_only,0.825,1.1,True,share_dependent,share_dependent
lighthouse:sigp-lighthouse:ISSUE#891,lighthouse,consensus,liveness_dos,client_specific,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,0.4,fixing_client_only,0.825,1.1,True,share_dependent,share_dependent
lighthouse:sigp-lighthouse:PR#8065,lighthouse,consensus,liveness_dos,client_specific,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,0.4,fixing_client_only,0.825,1.1,True,share_dependent,share_dependent
06ac04f6fc25dd28,lighthouse,consensus,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
441cd590285ea8e0,lighthouse,consensus,chain_split,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
62e8f286767d785e,lighthouse,consensus,chain_split,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
92b4e4c954468852,lighthouse,consensus,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
aed8c4e25070865f,lighthouse,consensus,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
d985fecc6f7d7397,lighthouse,consensus,chain_split,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#1009,lighthouse,consensus,chain_split,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#1241,lighthouse,consensus,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#249,lighthouse,consensus,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#3749,lighthouse,consensus,chain_split,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#3845,lighthouse,consensus,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#457,lighthouse,consensus,chain_split,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#4877,lighthouse,consensus,chain_split,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#5037,lighthouse,consensus,chain_split,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#5057,lighthouse,consensus,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#5764,lighthouse,consensus,chain_split,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#5772,lighthouse,consensus,chain_split,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#60,lighthouse,consensus,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#7957,lighthouse,consensus,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#8496,lighthouse,consensus,chain_split,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#9090,lighthouse,consensus,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#9177,lighthouse,consensus,chain_split,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#9233,lighthouse,consensus,chain_split,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#9321,lighthouse,consensus,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#974,lighthouse,consensus,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
lighthouse:networking:PR#977,lighthouse,consensus,liveness_dos,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
lighthouse:sigp-lighthouse:ISSUE#1773,lighthouse,consensus,chain_split,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
3d74c0f53be49bec,nethermind,execution,chain_split,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,1.1,1.65,False,share_dependent,share_dependent
prysm:prysmaticlabs-prysm:ISSUE#9098,prysm,consensus,chain_split,spec_level,remote_single_message_or_tx,High,tier-uncertain,unknown,0.0,1.0,no_client_set_enumerated,0.825,1.1,True,share_dependent,share_dependent
